0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
0.124659613,0.376874417,0.081170142,0.21091935,0.299963504,0.050921643,0.277819633,0.198219597,0.033197619,0.323786229,0.104057372,0.013863482,0.367578089,0.048309714,0.002655044,0.191012084,0.085313112,0.066999544,0.19276756,0,0.020186968,0.201042414,0.10398823,0.003161617,0.203113079,0.163621247,0.0015622,0.130264208,0.09226951,0.064112101,0.137439087,0.006231949,0.008039095,0.156519949,0.132364988,0,0.160184637,0.183066636,0.009110823,0.07111311,0.1136446,0.054425199,0.076276645,0.033777267,0.001523525,0.100517765,0.146084905,0.020717159,0.103236884,0.192484647,0.049704753,0.010664538,0.146492779,0.042615235,0,0.065865815,0.016290575,0.031057298,0.130972266,0.037138782,0.043828651,0.171619833,0.062434629,0.237735271,0.409330934,0.094450058,0.152258694,0.345876902,0.06440952,0.088502645,0.216961831,0.0483905,0.048262894,0.118455499,0.029541798,0,0.06534788,0.017144404,0.18256253,0.102297097,0.082933717,0.175538361,0,0.033223022,0.167860985,0.105213463,0.008386388,0.168662548,0.176301748,0,0.241093934,0.108692884,0.077695725,0.233711183,0.010547459,0.023959495,0.212713182,0.139352739,0.014763646,0.213543892,0.19518584,0.022623658,0.297381341,0.132227093,0.064315796,0.300136149,0.041608319,0.012458183,0.270260036,0.159006953,0.030527301,0.264051557,0.214817166,0.057835188,0.352547944,0.16676116,0.048154671,0.36255163,0.08376345,0.019948974,0.328889728,0.15485087,0.038368959,0.314086854,0.199097484,0.060962573,a
0.127717644,0.379273757,0.086639258,0.2170486,0.304962859,0.054400213,0.288552031,0.201165244,0.035796404,0.338839188,0.103653178,0.015637875,0.38933523,0.052955255,0.004719108,0.199651793,0.090033159,0.069723232,0.198046014,0,0.018562183,0.206572846,0.111141905,0.000945114,0.210072711,0.171657279,0,0.136036992,0.097364619,0.067182485,0.138950706,0.008033648,0.007220767,0.158202127,0.139071628,0.00031089,0.162421256,0.184671655,0.01114314,0.07584554,0.119001761,0.057358894,0.076904967,0.038155675,0.001870543,0.10116747,0.155498192,0.024216887,0.105761185,0.197806939,0.056235641,0.015175402,0.151658192,0.045018885,0,0.07085821,0.019859016,0.028822519,0.137405321,0.043237608,0.041662492,0.17476441,0.070390636,0.237140179,0.41955395,0.085921488,0.153757393,0.350969687,0.057169311,0.088245511,0.214524344,0.044040587,0.048912644,0.113559529,0.027844727,0,0.06051378,0.01843176,0.17569983,0.104418084,0.076542581,0.175342143,0,0.029579338,0.168466508,0.107710555,0.007290609,0.16751647,0.177356139,0,0.237126768,0.110437348,0.070997142,0.235618532,0.009583414,0.017393462,0.215318918,0.142828837,0.008246712,0.212901831,0.204399869,0.016692802,0.296652317,0.135252729,0.057702234,0.302233756,0.041571349,0.003346182,0.27401042,0.164811119,0.019623183,0.264667094,0.228853002,0.047127709,0.355093241,0.171417192,0.042258117,0.367474258,0.087379187,0.0102304,0.333522201,0.159624919,0.026551012,0.31264019,0.207785025,0.048720423,a
0.121480674,0.391177267,0.09220352,0.211030006,0.317165166,0.060174514,0.283193141,0.206556439,0.042586636,0.325746834,0.113506436,0.024012163,0.369078517,0.060143501,0.014176019,0.187446773,0.089913636,0.067518052,0.204280764,0,0.02176059,0.211506665,0.111318022,0.009186722,0.205529124,0.171610653,0.010427639,0.12598905,0.098337218,0.064188013,0.147536933,0.00762701,0.007862225,0.163846135,0.140681922,0.001324669,0.157208592,0.192516834,0.011145644,0.066256747,0.117998511,0.054802328,0.084175229,0.035646141,0,0.106789008,0.154902369,0.018599994,0.101065874,0.204089373,0.047467381,0.003803909,0.148195893,0.043525096,0,0.055986553,0.015487574,0.032790571,0.121673495,0.036491383,0.043020755,0.168258131,0.06199348,0.23507452,0.415023223,0.103884307,0.15325731,0.339572981,0.071265031,0.090421438,0.213068023,0.051073425,0.047779381,0.112586632,0.028557993,0,0.053611532,0.012718342,0.18377018,0.102603123,0.083178753,0.186451614,0,0.03305167,0.178499162,0.103923127,0.008137636,0.173055053,0.177700743,0,0.244370818,0.112846419,0.08000676,0.246623576,0.015695572,0.025120392,0.222517312,0.140041605,0.014168248,0.212789416,0.202051535,0.019849792,0.300828457,0.139486745,0.069621358,0.313602507,0.047497347,0.016942099,0.279341221,0.160304621,0.03274665,0.261506736,0.224756941,0.05855355,0.354225039,0.176451966,0.056706715,0.374520183,0.092013702,0.026969805,0.337978423,0.157593623,0.043422177,0.31125927,0.206630722,0.064824458,a
0.123069689,0.385757327,0.090719465,0.208515033,0.320069343,0.057314575,0.280384883,0.206692636,0.038829058,0.323476776,0.114089012,0.020069599,0.368263111,0.06144622,0.009674974,0.189668491,0.089397788,0.06470261,0.202034429,0,0.019641034,0.208258256,0.110712677,0.00699494,0.20487909,0.169347197,0.007578067,0.12827985,0.09749946,0.062336609,0.145358488,0.007767826,0.009037375,0.162030175,0.141306639,0.005463831,0.158457473,0.193919539,0.017147057,0.067642078,0.116303504,0.053484559,0.080472514,0.034143105,0,0.104861036,0.154769152,0.019565426,0.102423921,0.204999596,0.048721965,0.005207315,0.145441234,0.042628944,0,0.060244292,0.013392136,0.034000546,0.131021798,0.033524722,0.046280399,0.178489298,0.058599319,0.23988241,0.413098231,0.10432736,0.157414675,0.337743714,0.072466202,0.093782723,0.212400392,0.051794142,0.049090803,0.115539655,0.028418973,0,0.058045685,0.011342071,0.189794838,0.102886692,0.084236484,0.192179382,0,0.033970021,0.184621572,0.102691874,0.008445866,0.17978102,0.178362772,0,0.25004226,0.113562807,0.080452701,0.252205431,0.014659777,0.026270844,0.229252815,0.13963823,0.015745722,0.221635938,0.205000624,0.021683522,0.305679679,0.140366688,0.069298588,0.319864035,0.04570201,0.01774662,0.285134733,0.158613399,0.033297226,0.267877281,0.224620745,0.058612809,0.357901394,0.177405998,0.055542327,0.379412949,0.093949899,0.02655109,0.34172982,0.158125058,0.042451765,0.315387726,0.206723496,0.063141219,a
0.120100945,0.377722785,0.089043973,0.205935299,0.309913084,0.056189079,0.275830299,0.201378092,0.037931245,0.316445559,0.112670913,0.018808953,0.361517221,0.061722532,0.008072622,0.182082385,0.089046478,0.066434657,0.20062539,0,0.020348594,0.207507104,0.109248623,0.006784953,0.202839941,0.171968505,0.007763736,0.122549117,0.096876308,0.063625727,0.146015882,0.005688548,0.008730352,0.160337001,0.136473104,0.00295566,0.153693408,0.19096984,0.014099091,0.063618526,0.114579543,0.054171361,0.084321946,0.033986881,0,0.105496496,0.153328374,0.01815106,0.09936063,0.203793958,0.04732541,0.00224252,0.142515197,0.042652998,0,0.053786144,0.014484182,0.032666653,0.122172251,0.034906775,0.043595821,0.169954434,0.060459636,0.234081447,0.403530553,0.102465087,0.154197395,0.326348618,0.072645422,0.09243685,0.206684843,0.05208594,0.048513412,0.111805394,0.028526209,0,0.055180371,0.011150636,0.185596228,0.102530554,0.081299333,0.187740862,0,0.032280087,0.179212391,0.099329248,0.007878631,0.174064219,0.173503801,0,0.243701339,0.112828836,0.0768857,0.244834065,0.01263985,0.024511397,0.222053647,0.131499663,0.014573127,0.214348137,0.197266802,0.02005925,0.297886431,0.138279215,0.0656038,0.310137689,0.041383401,0.016048178,0.277350962,0.150096402,0.03155414,0.261049449,0.218487933,0.056208346,0.349329352,0.173571125,0.051839236,0.369030952,0.086991534,0.023991868,0.332993448,0.147606418,0.039534077,0.30705291,0.198682711,0.059537333,a
0.108485743,0.37159282,0.081217756,0.195662364,0.302000761,0.050824365,0.258213088,0.193847418,0.035367243,0.298028454,0.101319909,0.017762206,0.343083665,0.047062755,0.008419059,0.174548939,0.085548311,0.072607032,0.197505578,0,0.023050662,0.203196719,0.105498284,0.004081428,0.194563702,0.160996586,0.001604281,0.118018255,0.091520309,0.068648048,0.145146415,0.009783641,0.012797579,0.157448605,0.137799412,0.003900938,0.143793449,0.182047963,0.012624957,0.060871407,0.109190643,0.056540541,0.08387877,0.035511523,0,0.102299139,0.154136628,0.0152729,0.0904385,0.195930749,0.042836003,0,0.137598664,0.042400863,0.003484234,0.053558767,0.012751423,0.035480201,0.120726556,0.031336959,0.04486002,0.164167613,0.055612292,0.232584953,0.398811176,0.093725917,0.153954864,0.326047614,0.06536939,0.092314363,0.200383976,0.048426751,0.049698412,0.107364252,0.027756758,0,0.056647643,0.012950711,0.181381822,0.0969138,0.082147561,0.18639046,0,0.03397711,0.177571297,0.098238692,0.008809417,0.17308259,0.168436006,0,0.240586758,0.106423691,0.076799098,0.245569348,0.008295089,0.024612561,0.222016037,0.126271531,0.013783857,0.213799357,0.189307764,0.019166291,0.295161903,0.132347688,0.063871065,0.308254302,0.039695039,0.014554717,0.277164638,0.147005096,0.028942555,0.262282431,0.21063672,0.053161506,0.346464813,0.167781219,0.04841911,0.367250383,0.085497484,0.022283003,0.3347767,0.144838855,0.0377248,0.312392652,0.190275565,0.057264391,a
0.113914698,0.361059666,0.083364674,0.194767386,0.290326953,0.054801399,0.257786006,0.183555841,0.039254054,0.291877389,0.097892135,0.022999324,0.329199314,0.045841843,0.014270395,0.175437629,0.083310992,0.063356159,0.194660336,0,0.020655431,0.198767692,0.103063941,0.007652968,0.189533651,0.15827021,0.007534616,0.118134737,0.089446932,0.059571777,0.142939448,0.005522758,0.010325007,0.155263275,0.129744887,0.005594172,0.142591238,0.177124709,0.015226014,0.060744494,0.106904447,0.049681365,0.083827883,0.030690402,0,0.104088843,0.143850356,0.017419904,0.092951775,0.188751101,0.043884605,0,0.137160063,0.038154248,0.004801348,0.054445893,0.01123438,0.039073795,0.120561689,0.030877728,0.047876835,0.165488541,0.05473713,0.232926786,0.38974452,0.087348668,0.153139293,0.315185964,0.059650404,0.091622412,0.199109495,0.042900264,0.047357857,0.109548926,0.02237542,0,0.061392307,0.008063301,0.176973701,0.094730675,0.076910345,0.176305652,0,0.031274363,0.169959486,0.096761495,0.007822044,0.167408407,0.167261243,0,0.232906699,0.101257414,0.072573335,0.233808279,0.006979078,0.023394406,0.214685678,0.124627888,0.013900645,0.211211622,0.18894434,0.019496992,0.285239637,0.125181496,0.060868746,0.300201952,0.03063482,0.013199642,0.269408047,0.136393487,0.026161212,0.256404579,0.205174059,0.049373593,0.334401309,0.159852028,0.046646647,0.357063353,0.077796817,0.019402914,0.323396444,0.13194406,0.031561855,0.300527215,0.181613475,0.049204718,a
0.130533159,0.375274599,0.081212646,0.213576883,0.303901196,0.046489056,0.280485988,0.189682245,0.028924264,0.320381165,0.096128553,0.01088988,0.364597499,0.04061231,0.00056278,0.189271718,0.095102757,0.05962198,0.198508844,0,0.015070707,0.207637444,0.098999083,0.00036709,0.20555979,0.161061108,0,0.129808396,0.103558064,0.059242144,0.143549889,0.009834945,0.009311914,0.162542507,0.129769236,0.003042057,0.158249423,0.182549119,0.011604533,0.071395382,0.124570549,0.051605893,0.079399601,0.041616321,0.001789771,0.104583144,0.147679925,0.016026922,0.10216254,0.195192277,0.040584784,0.011097118,0.153429985,0.041647539,0,0.063959748,0.01605998,0.031893358,0.118197829,0.032616034,0.043190196,0.159275293,0.053736536,0.231134534,0.394747794,0.074521588,0.142606795,0.337740421,0.050076066,0.077107072,0.211566627,0.041773152,0.042781472,0.117373675,0.029286403,0,0.059236348,0.022843193,0.145070672,0.099673688,0.079868216,0.130336344,0.003421724,0.033766977,0.133064866,0.106065154,0.008537523,0.142067015,0.17996341,0,0.20256865,0.096906602,0.073070698,0.187839508,0,0.023026448,0.180745661,0.12765944,0.012615476,0.189758122,0.196237683,0.020539269,0.260835052,0.1110439,0.05764604,0.253598213,0.015678346,0.008382909,0.234679103,0.139577687,0.024166357,0.234522998,0.211732388,0.051142959,0.321184576,0.137457907,0.039556127,0.319501758,0.05415231,0.010486841,0.289956987,0.129434556,0.026058272,0.276403844,0.184790611,0.047788385,a
0.115536898,0.339272648,0.081837553,0.192628399,0.269344538,0.052267244,0.253837809,0.164942533,0.036706962,0.291886702,0.075417489,0.020294636,0.32912831,0.018226951,0.011600569,0.175820127,0.08028844,0.059509058,0.183439896,0,0.017547727,0.192542925,0.095904857,0.005304597,0.190317497,0.144878,0.005488016,0.119356945,0.090108067,0.056706177,0.130123764,0.008639723,0.009693891,0.147597015,0.120925039,0.006608561,0.144520521,0.161496967,0.015785441,0.064399913,0.109157056,0.047454286,0.074285373,0.037148207,0,0.096373498,0.138386995,0.017065711,0.094754115,0.176739424,0.041921739,0.008052558,0.1369358,0.036055442,0,0.058658391,0.011345424,0.027250215,0.111386627,0.02863529,0.037911937,0.148606628,0.049409904,0.227185637,0.364559114,0.070264467,0.143769413,0.303089142,0.050064718,0.081982225,0.186300993,0.041436704,0.043570906,0.098765552,0.028054696,0,0.045179904,0.019308265,0.145934731,0.082360238,0.080288683,0.126532644,0.007104695,0.037095953,0.130402118,0.099188745,0.010649618,0.140408069,0.16352874,0,0.198284417,0.080443025,0.071769351,0.181207687,0,0.025498159,0.177578837,0.11727494,0.01356009,0.187029213,0.180377185,0.01845045,0.252584904,0.093173921,0.055402517,0.243869036,0.006011426,0.009150047,0.228893608,0.118096054,0.02272464,0.22918722,0.183708429,0.046388261,0.307834357,0.118739128,0.036854796,0.30207023,0.040842712,0.009926829,0.277739614,0.111665905,0.025208589,0.269690067,0.162853837,0.045567784,a
0.094748527,0.291715264,0.066558012,0.161431819,0.235382855,0.039064944,0.214923322,0.141747415,0.025395922,0.246869653,0.066468835,0.011565238,0.28248629,0.01780653,0.004018933,0.143923908,0.06433475,0.049494077,0.163887769,0,0.015714362,0.171308994,0.082609892,0.005637784,0.164316565,0.123894751,0.005425651,0.098064214,0.070374668,0.048007624,0.121608973,0.003841639,0.010364264,0.134456336,0.103559732,0.007649429,0.124390423,0.139966965,0.015538774,0.050754964,0.084639072,0.040743005,0.07324484,0.025437772,0,0.089612097,0.115763664,0.0124554,0.079762205,0.150349081,0.03275717,0,0.107707858,0.031770997,0.005382806,0.039299786,0.008743662,0.032421112,0.088676691,0.022762042,0.040324807,0.125560462,0.040662687,0.188982964,0.316431731,0.061872768,0.118046582,0.263876647,0.0413826,0.065594435,0.157728642,0.033649456,0.036674142,0.076279849,0.022701796,0,0.029587895,0.016394861,0.118944108,0.073066324,0.064472286,0.108336747,0,0.027213015,0.1103459,0.083579272,0.007184841,0.117393851,0.139833838,0,0.166767359,0.072648019,0.05890264,0.157258987,0.001823813,0.018308152,0.151335478,0.103983134,0.010206897,0.156598032,0.155495554,0.015866555,0.215159774,0.085568577,0.046357023,0.212917805,0.008479476,0.0058534,0.197784245,0.105148584,0.019339848,0.196389556,0.159557194,0.040897304,0.264320374,0.107972294,0.031702129,0.264662325,0.040615588,0.00800604,0.24269861,0.101133078,0.02107871,0.233751893,0.142450184,0.038392255,a
